,id,title,rate
726,726,BLEACH,3.27
727,727,エクスペンダブルズ,3.56
728,728,シークレット ウインドウ,3.08
729,729,西の魔女が死んだ,3.98
730,730,LOGAN／ローガン,3.92
731,731,15時17分、パリ行き,3.46
732,732,旅猫リポート,3.79
733,733,ハーレイ・クインの華麗なる覚醒 Birds of Prey,未評価
734,734,Dear Friends　ディア フレンズ,3.42
735,735,否定と肯定,3.70
736,736,牙狼＜GARO＞ －月虹ノ旅人－,4.45
737,737,ヴィクトリア女王　最期の秘密,3.66
738,738,キューティ・ブロンド,4.17
739,739,セックス・アンド・ザ・シティ,3.82
740,740,私の知らないわたしの素顔,未評価
741,741,オーシャンズ11,3.68
742,742,PARKER／パーカー,3.35
743,743,奴隷の島、消えた人々,3.04
744,744,蟹工船,2.54
745,745,64-ロクヨン-前編,3.56
746,746,月と雷,3.18
747,747,ザ・マジックアワー,3.87
748,748,オールド・ボーイ,3.20
749,749,ソロモンの偽証　前篇・事件,3.44
750,750,海猫,2.53
751,751,嘘を愛する女,3.24
752,752,パフューム　ある人殺しの物語,3.56
753,753,ザ・ウォード／監禁病棟,2.90
754,754,パシフィック・リム,3.88
755,755,ロング・ウェイ・ノース　地球のてっぺん,4.38
756,756,ぼくのエリ　200歳の少女,3.91
757,757,インファナル・アフェア,4.41
758,758,ラスト・パニッシャー,未評価
759,759,父親たちの星条旗,3.76
760,760,シェルブールの雨傘,3.86
761,761,ONCE　ダブリンの街角で,3.88
762,762,ワンダーウーマン,3.77
763,763,人間失格　太宰治と3人の女たち,3.06
764,764,るろうに剣心,3.72
765,765,ガーディアンズ・オブ・ギャラクシー,3.97
766,766,セックスで繋がる3つの世界,4.14
767,767,U・ボート,4.26
768,768,お嬢さん,3.68
769,769,ゲットバック,2.96
770,770,007 スペクター,3.79
771,771,ランペイジ 巨獣大乱闘,3.65
772,772,サイレントヒル：リベレーション3D,2.69
773,773,彼らは生きていた,未評価
774,774,オブリビオン,3.46
775,775,プリンセス トヨトミ,2.49
776,776,28日後...,3.40
777,777,リトルプリンス　星の王子さまと私,3.66
778,778,エイプリルフールズ,3.15
779,779,ミスター・ノーバディ,3.54
780,780,悪魔を見た,3.68
781,781,マダム・イン・ニューヨーク,4.29
782,782,バルカン・クライシス,5.00
783,783,ブリングリング,2.74
784,784,THE INFORMER／三秒間の死角,3.53
785,785,コンプリシティ／優しい共犯,2.75
786,786,コンフィデンシャル／共助,4.03
787,787,シティ・オブ・ゴッド,4.21
788,788,神弓－KAMIYUMI－,3.62
789,789,ミュンヘン,3.64
790,790,悪夢のエレベーター,3.51
791,791,コープスパーティー,3.29
792,792,ゾディアック,3.40
793,793,500ページの夢の束,3.73
794,794,パラノーマル・アクティビティ,2.69
795,795,THE LAST -NARUTO THE MOVIE-,2.84
796,796,コードネーム：ストラットン,2.92
797,797,アメリカン・ハッスル,3.38
798,798,かみさまとのやくそく,3.16
799,799,クライマーズ・ハイ,3.63
800,800,私は貝になりたい,3.54
801,801,善き人のためのソナタ,4.43
802,802,鉄コン筋クリート,3.87
803,803,ネイビーシールズ,3.39
804,804,グレタ GRETA,3.54
805,805,嘘八百,3.22
806,806,どうしても触れたくない,3.72
807,807,悪女／AKUJO,3.56
808,808,悪女／AKUJO,3.56
809,809,劇場版 魔法科高校の劣等生 星を呼ぶ少女,3.53
810,810,僕のワンダフル・ジャーニー,4.23
811,811,"アイ,トーニャ　史上最大のスキャンダル",3.82
812,812,ピーターラビット,3.75
813,813,ラスト サムライ,3.59
814,814,火口のふたり,3.49
815,815,Shall we Dance?　シャル・ウィ・ダンス？,3.66
816,816,ふたりの女王　メアリーとエリザベス,3.57
817,817,サニー　永遠の仲間たち,4.17
818,818,マッチスティック・メン,4.01
819,819,127時間,3.70
820,820,めがね,3.60
821,821,パディントン2,4.36
822,822,ジョナサン-ふたつの顔の男-,3.61
823,823,LORO（ローロ）　欲望のイタリア,2.88
824,824,ウォーリー,4.15
825,825,妖怪大戦争,2.73
826,826,俺は、君のためにこそ死ににいく,3.33
827,827,ANEMONE／交響詩篇エウレカセブン　ハイエボリューション,3.78
828,828,エンド・オブ・ホワイトハウス,3.56
829,829,フローズン,2.92
830,830,メイズ・ランナー,3.24
831,831,ブルックリンの恋人たち,2.69
832,832,マイル22,3.23
833,833,50回目のファースト・キス,4.17
834,834,Mr．タスク,2.77
835,835,ブタがいた教室,3.28
836,836,さまよう刃,3.73
837,837,キャリー,3.03
838,838,そして父になる,3.60
839,839,感染列島,2.71
840,840,トータル・リコール,3.04
841,841,RECCEレキ：最強特殊部隊,4.00
842,842,名探偵コナン　絶海の探偵（プライベート・アイ）,3.63
843,843,ブルックリンの恋人たち,2.69
844,844,スカイスクレイパー,3.49
845,845,彼らは生きていた,未評価
846,846,THE INFORMER／三秒間の死角,3.52
847,847,ブタがいた教室,3.28
848,848,ふたりの女王　メアリーとエリザベス,3.57
849,849,バットマン ビギンズ,3.81
850,850,きっと、星のせいじゃない。,3.98
851,851,トータル・リコール,3.04
852,852,Mr．タスク,2.77
853,853,パディントン2,4.36
854,854,エクスペンダブルズ,3.56
855,855,PARKER／パーカー,3.35
856,856,クロエ,3.25
857,857,Mr．タスク,2.77
858,858,アイ，ロボット,3.52
859,859,トータル・リコール,3.04
860,860,男と女,3.44
861,861,パラノーマル・アクティビティ,2.69
862,862,チャッピー,3.66
863,863,ブラック校則,4.01
864,864,マッチスティック・メン,4.01
865,865,ステイ・フレンズ,3.32
866,866,妖怪大戦争,2.73
867,867,私は貝になりたい,3.54
868,868,パラノーマル・アクティビティ,2.69
869,869,チャッピー,3.66
870,870,君と100回目の恋,3.26
871,871,植物図鑑　運命の恋、ひろいました,3.10
872,872,僕たちは希望という名の列車に乗った,4.16
873,873,ノウイング,2.90
874,874,サイレントヒル：リベレーション3D,2.69
875,875,忍びの国,2.78
876,876,ガリーボーイ,3.96
877,877,親愛なるきみへ,3.40
878,878,どうしても触れたくない,3.72
879,879,オーケストラ！,3.96
880,880,インサイダーズ／内部者たち,3.85
881,881,パーフェクト・レボリューション,3.62
882,882,きみがくれた物語,3.68
883,883,知らない、ふたり,3.11
884,884,かぐや姫の物語,4.01
885,885,エッシャー　視覚の魔術師,4.40
886,886,僕らのごはんは明日で待ってる,3.60
887,887,フィギュアなあなた,3.15
888,888,ピッチ・パーフェクト,3.64
889,889,アイネクライネナハトムジーク,3.85
890,890,南極料理人,4.05
891,891,どうしても触れたくない,3.72
892,892,シュレック,3.58
893,893,ドクムシ,2.08
894,894,お嬢さん,3.68
895,895,あなたの初恋探します,3.65
896,896,カンフー・ジャングル,3.64
897,897,ザ・クリーナー　消された殺人,2.91
898,898,エンド・オブ・ステイツ,3.98
899,899,グランド・イリュージョン　見破られたトリック,3.68
900,900,ゼロ・ダーク・サーティ,3.69
901,901,彼女の人生は間違いじゃない,3.31
902,902,永遠のこどもたち,3.85
903,903,アメリカン・アニマルズ,3.42
904,904,夕陽のあと,4.34
905,905,オルジャスの白い馬,未評価
906,906,ワイルド・スピードX3　TOKYO DRIFT,2.84
907,907,ハンサム★スーツ,3.61
908,908,彼女の人生は間違いじゃない,3.31
909,909,きっと、星のせいじゃない。,3.98
910,910,ゼロ・ダーク・サーティ,3.69
911,911,幸福な食卓,4.14
912,912,ザ・ウォード／監禁病棟,2.90
913,913,Mr．タスク,2.77
914,914,ジェミニマン,3.44
915,915,ヒア アフター,3.55
916,916,ノクターナル・アニマルズ,3.56
